,college,program_name,course_title,program_category,course_description,city,state,zip_code,country,residential,application,transcript,letter_of_recommendation,counselor_report,test_scores,toefl_or_english_exam,app_fee,app_date,enrollment_fee,fees,credit_offerred,tuition,start_date,end_date,eligibility_requirements,grades,link
81,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Disease Modeling
",,"When the threat of pandemic looms, all eyes turn to the experts. Each outbreak is unique and raises different concerns; in providing answers, infectious diseases specialists rely on data and accurate modeling to predict the growth, spread, and control of disease.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/disease-modeling-dmod
82,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Elementary Number Theory
",,"In this course we’ll get to know the deep theory of integers, with special focus on the properties of prime numbers and integer or rational solutions to equations. You’ll cover topics aligned with Johns Hopkins University’s third-year Elementary Number Theory course as you focus on detailed exploration of topics such as divisibility, unique factorization, congruences, and proof techniques. Historical background for various problems will be provided throughout the course, and we’ll study prime numbers and quadratic residues with applications to cryptography. The course is based around student and instructor interaction, supplementary notes, and the provided eText. Graded assessments include homework, quizzes, discussion forums, a project, and cumulative exams that you can prepare for with your assigned instructor during one-on-one review sessions in addition to their learning support throughout the course.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion Geometry and at least one semester of Algebra 2 or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/elementary-number-theory-ent
83,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Engineering Design
",,"Engineering design is a rich, sometimes chaotic blend of concerns: aesthetic, financial, material, theoretical, environmental, and practical. Explore elements of design theory while responding to a batch of requests for proposals (RFPs) based on real-world situations.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/engineering-design-ende
84,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Excursions in Pre-algebra
",,"Explore how mathematics relates to food, art, and history in this interactive pre-algebra course. Through weekly meetings, collaborative activities, and hands-on projects, you’ll sharpen your investigative skills, broaden your understanding of pre-algebra concepts, and connect mathematical knowledge to our world as you prepare for a more formal study of mathematics in middle school. This course is ideal for students who have a good understanding of the concepts leading up to pre-algebra, but want to expand their skills through world applications and projects. Additionally, students may schedule weekly one-on-one virtual meetings directly with the instructor to answer questions or concerns./p>",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,"1,185",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of grade 8 mathematics or pre-algebra",9-12,https://cty.jhu.edu//programs/online/courses/excursions-in-pre-algebra-xpa1
85,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  From Structure to Style (NCAA Approved)
",,"Develop your writing style and study advanced English mechanics in this rigorous grammar course. Guided by a college-level textbook and multicultural reading excerpts, you will deepen your understanding of grammatical structure, applying concepts like subject/verb agreement, parallelism, sentence boundaries, passive and active voice, consistent verb tense, and pronoun usage while collaborating with classmates in asynchronous peer review workshops. You will also participate in written discussion forums that explore responsible readership and literary representation. Engaging in a variety of interactive comprehension exercises while receiving individualized feedback from your instructor along the way, you’ll emerge from this course with the ability to write precise sentences, paragraphs, and essays that are reflective, persuasive, and analytical.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,695,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Proficiency in standard written English",9-12,https://cty.jhu.edu//programs/online/courses/from-structure-to-style-ncaa-approved-rul1
86,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Game Design
",,"What counts as a game? What are games made of? How are successful games designed and built? Read theory that orients you to how games work, why people play them, and what makes a good game. Play different kinds of games—card games, board games, pen-and-paper games, and video games—and analyze how developers use theoretical knowledge to create unique, compelling experiences.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/game-design-gdes
87,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Game of Life: The Theory of Strategic Behavior
",,"How do individuals interact? How do they cooperate, compete, and respond to incentives? All involve strategic behavior, the purview of the economic theory of games.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. ",9-12,https://cty.jhu.edu//programs/online/courses/game-of-life-the-theory-of-strategic-behavior-glif
88,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Games for Good: Video Game Design & Social Justice
",,"In 2020, the video game industry generated over 159 billion dollars in revenue, eclipsing all other entertainment media. It takes years of production and a substantial development team to create immersive stories, exciting gameplay, and textured worlds.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra 2",9-12,https://cty.jhu.edu//programs/online/courses/games-for-good-video-game-design-%26-social-justice-wemg
89,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Graph Theory
",,"Graph theory is a deceptively simple area of mathematics: it provides interesting problems that can be easily understood, yet it allows for incredible application to things as diverse as the efficient storage of chemicals, optimal assignments, distribution networks, and better data storage methods.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/graph-theory-grth
90,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  High School Competitive Math Club
",,"Want to solve problems and learn strategies with other kids who love competitive math? Then welcome to the club! Through weekly meetings and asynchronous forum discussion, you’ll work with a small team of classmates to solve problems in an informal environment. CTY club coaches lead virtual synchronous meetings where you’ll get a chance to interact and learn as a team.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,185,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Geometry and experience with competitions at the AMC 8 (or similar) level or above.",9-12,https://cty.jhu.edu//programs/online/courses/high-school-competitive-math-club-clhm
91,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  High School Competitive Mathematics I
",,"Develop your problem-solving skills and your mathematical creativity while preparing for contests like the American Mathematics Competition (AMC). You'll learn to think at an advanced level while tackling challenging problems and exploring a variety of math topics, including advanced concepts from algebra, number theory, geometry, and combinatorics. Through lessons and videos, you’ll learn and review the material and apply various strategies while completing fun, contest-style problems. Timed practice AMC 10 and 12 exams will help prepare you for real competitions. Throughout the course, your assigned CTY instructor will be available for learning support and one-on-one review sessions for graded assessments.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I, Geometry, and Competitive Mathematics Prep or equivalent; completion of Algebra II and prior participation in AMC 10 recommended",9-12,https://cty.jhu.edu//programs/online/courses/high-school-competitive-mathematics-i-cm1
92,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  High School Competitive Mathematics II
",,"Develop your problem-solving skills and your mathematical creativity while preparing for contests like the American Mathematics Competition (AMC). This course will extend the skills you learned in High School Competitive Mathematics I and help you think at an even more advanced level while tackling challenging problems and exploring a variety of math topics, including advanced concepts from geometry, algebra, number theory, and combinatorics. Through lessons and videos, you’ll learn and review the material and apply various strategies while completing fun, contest-style problems. Timed practice AMC 12 and AIME exams will help prepare you for real competitions. Throughout the course, your CTY instructor will be available for learning support and one-on-one review sessions for graded assessments.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Precalculus and Competitive Mathematics I or the equivalent, or prior participation in AMC 10 or 12 or similar.",9-12,https://cty.jhu.edu//programs/online/courses/high-school-competitive-mathematics-ii-cm2
93,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  High School Competitive Mathematics Prep
",,"Broaden your skills in problem-solving to foster mathematical creativity and prepare yourself for contests like the American Mathematics Competition (AMC). You'll learn to think at an even more advanced level as you tackle challenging problems and explore a variety of math topics, including advanced concepts from number theory, probability, algebra, and geometry. You’ll apply various strategies while completing contest-style problems using lessons and videos to learn and review both the material and your skills in a competitive manner. Timed practice AMC 8 and 10 exams will help prepare you for real competitions.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I or Geometry; prior participation in mathematics competitions recommended",9-12,https://cty.jhu.edu//programs/online/courses/high-school-competitive-mathematics-prep-cpm
94,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Algebra I
",,"Explore variables, expressions, and linear, exponential, and quadratic function applications in this full-length online Honors Algebra I course. We’ll use modeling and real-life scenarios to extend and expand upon topics introduced in Pre-Algebra. By the end of the course, you’ll be prepared to tackle concepts in Honors Geometry and Honors Algebra II. Throughout the course, your CTY instructor will use virtual classroom software allowing video, voice, text, screen sharing, and whiteboard interaction. You can contact your instructor via email, or schedule a one-on-one virtual meeting to discuss questions or concerns. You can also attend group review sessions to prepare for the graded assessments, which include homework, chapter tests, projects and a cumulative midterm and final. Group meetings will be recorded for students who are unable to attend due to scheduling conflicts.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Grade 8 Mathematics, Pre-algebra, or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-algebra-i-al1
95,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Algebra I (NCAA Approved)
",,"Explore variables, expressions, linear, exponential, and quadratic function applications in this full-length online Honors Algebra I course. We’ll use modeling and real-life scenarios to dive deeper into topics introduced in Pre-Algebra. By the end of the course, you’ll be prepared to tackle concepts in Honors Geometry and Honors Algebra II. Throughout the course, your CTY instructor will use virtual classroom software allowing video, voice, text, screen sharing, and whiteboard interaction. You can contact your instructor via email, or schedule a one-on-one virtual meeting to discuss questions or concerns. You can also attend group review sessions to prepare for the graded assessments, which include homework, chapter tests, projects and a cumulative midterm and final. Group meetings will be recorded for students who are unable to attend.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Grade 8 Mathematics, Pre-algebra, or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-algebra-i-ncaa-approved-al1y
96,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Algebra II
",,"This full-length online Honors Algebra II course expands upon topics introduced in Algebra I to teach you how to manipulate and apply more advanced functions and operations to polynomials, radicals, logarithms, exponentials, sequences, trigonometric identities, probability, and statistics. By the end of the course, you’ll be prepared to tackle concepts in Pre-Calculus and Statistics. You’ll be assigned to a CTY instructor to help you throughout the course using virtual classroom software such as video, voice, text, screen sharing, and whiteboard. You can contact your instructor via email, or schedule a one-on-one virtual meeting to discuss questions or concerns. You can also attend group review sessions to prepare for the graded assessments, which include homework, chapter tests, projects and a cumulative midterm and final. Group meetings will be recorded for students who are unable to attend due to scheduling conflicts.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Qualifying math score and successful completion of Algebra I or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-algebra-ii-al2
97,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Algebra II (NCAA Approved)
",,"This full-length online Honors Algebra II course will prepare you for Pre-Calculus and Statistics. We will extend topics introduced in Algebra I and learn to manipulate and apply more advanced functions and operations to polynomials, radicals, logarithms, exponentials, sequences, trigonometric identities, probability and statistics. You’ll navigate through a variety of units and lessons comprised of homework assignments, interactive practice problems, instructional videos, written lessons, visual aids, peer forums, projects, formative and summative assessments. Graded assessments will include homework, chapter tests, projects, and a cumulative midterm, and final. Your instructor will provide engaging and informative feedback throughout the learning process, and you can email your instructor with questions at any time. Live one-on-one online review sessions can also be scheduled to prepare for graded assignments. Instructors use virtual classroom software allowing video, voice, text, screen sharing, and whiteboard interaction. This course has weekly synchronous virtual class meetings, but participation is optional. Group session information is on the webpage for class meeting times. Meetings will be recorded for students who are unable to attend due to scheduling conflicts.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra 1 or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-algebra-ii-ncaa-approved-al2y
98,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Biology
",,"You will learn complex biological concepts using a dynamic online environment as you cover high school honors biology topics and build a solid foundation for the study of AP® Biology. You will explore the structures, functions, and processes of living organisms and their interactions with the environment; other major themes include cell structure and specialization, energy and chemistry of life, genetics and evolution, diversity of life, plant systems, and ecology. You will reinforce course material through interactive web-based lectures, applications, and hands-on inquiry-based laboratory investigations. Your knowledge will be assessed through quizzes, tests, lab reports, interactive discussion forums and case studies. You can schedule one-on-one virtual meetings directly with your instructor to answer questions throughout the course.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/honors-biology-hbi
99,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Biology (NCAA Approved)
",,"You will learn complex biological concepts using a dynamic online environment as you cover high school honors biology topics and build a solid foundation for the study of AP® Biology. You will explore the structures, functions, and processes of living organisms and their interactions with the environment; other major themes include cell structure and specialization, energy and chemistry of life, genetics and evolution, diversity of life, plant systems, and ecology. You will reinforce course material through interactive web-based lectures, applications, and hands-on inquiry-based laboratory investigations. Your knowledge will be assessed through quizzes, tests, lab reports, interactive discussion forums and case studies. This course has monthly synchronous class meetings, and you can schedule one-on-one virtual meetings directly with your instructor to answer questions. This course is designed for students to gain experience as independent, self-motivated learners, under the guidance of a CTY Online instructor. Students are required to adhere to the schedule of due dates throughout the length of the course.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/honors-biology-ncaa-approved-hbiy
100,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Chemistry
",,"Take a closer look at the world around you by studying matter and the changes it undergoes as you prepare for AP® Chemistry in this challenging course. Topics include atoms, molecules, ions, stoichiometry, the properties of solutions, acids and bases, and organic chemistry, among others. You’ll use scientific inquiry to develop an understanding of complex chemical concepts through hands-on, inquiry-based lab activities, case studies, interactive discussion forums, homework and online applications. This course has monthly synchronous class meetings, and your knowledge will be assessed through practice problems, formal laboratory reports, forum posts, and exams. You may also schedule one-on-one virtual meetings directly with your instructor to review tougher lessons as needed.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/honors-chemistry-hch
101,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Chemistry (NCAA Approved )
",,"Take a closer look at the world around you by studying matter and the changes it undergoes as you prepare for AP® Chemistry in this challenging course. Topics include atoms, molecules, ions, stoichiometry, the properties of solutions, acids and bases, and organic chemistry, among others. You’ll use scientific inquiry to develop an understanding of complex chemical concepts through at-home lab activities, the textbook, interactive videos, problem-solving, discussion forums, and online applications.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I",9-12,https://cty.jhu.edu//programs/online/courses/honors-chemistry-ncaa-approved--hchy
102,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Geometry
",,"This course covers concepts typically offered in a full-year honors geometry course. You’ll explore geometric proofs, triangle relationships, transformations, right triangle trigonometry, circles, parallel/perpendicular lines, polygons, three-dimensional figures, and probability. By the end of the course, you’ll be ready to dive into Algebra II and Trigonometry. Throughout the course, your CTY instructor will use virtual classroom software such as video, voice, text, screen sharing, and whiteboard. You can contact your instructor via email, or schedule a one-on-one virtual meeting to discuss questions or concerns. You can also attend group review sessions to prepare for the graded assessments, which include homework, chapter tests, peer forums, projects and a cumulative midterm and final. Group meetings will be recorded for students who are unable to attend due to scheduling conflicts.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-geometry-geo
103,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Geometry (NCAA Approved)
",,"This course covers concepts typically offered in a full-year honors geometry course. You’ll explore geometric proofs, triangle relationships, transformations, right triangle trigonometry, circles, parallel/perpendicular lines, polygons, three-dimensional figures, and probability. By the end of the course, you’ll be ready to dive into Algebra II and Trigonometry. Along the way, your CTY instructor will use virtual classroom software such as video, voice, text, screen sharing, and whiteboard. You can contact your instructor via email, or schedule a one-on-one virtual meeting to discuss questions or concerns. You can also attend group review sessions to prepare for the graded assessments, which include homework, chapter tests, peer forums, projects, and a cumulative midterm and final. Group meetings will be recorded for students who are unable to attend due to scheduling conflicts.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra I or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-geometry-ncaa-approved-geoy
104,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Physics
",,"Expand upon physical science concepts to understand the world around you in this course that begins with classical physics, starting with mechanics—Sir Isaac Newton’s interpretation of how the world works—before continuing to learn about thermodynamics, waves, optics, electromagnetism, and concluding with a brief introduction to modern physics. Throughout this course, you’ll learn to apply concepts from assigned reading and lessons to the world around you through problem-solving, laboratories, exploration activities, and discussion forums with other CTY students.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Placement test
Successful completion of Trigonometry",9-12,https://cty.jhu.edu//programs/online/courses/honors-physics-hpy
105,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Physics (NCAA Approved)
",,"Expand upon physical science concepts to understand the world around you in this course that begins with classical physics, starting with mechanics—Sir Isaac Newton’s interpretation of how the world works—before continuing to learn about thermodynamics, waves, optics, electromagnetism, and concluding with a brief introduction to modern physics. Throughout this course, you’ll learn to apply concepts from assigned reading and lessons to the world around you through problem-solving, laboratories, exploration activities, and discussion forums with other CTY students. This course has synchronous class meetings, and participation in class discussion forums are required as part of the final grade.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Placement test
Successful completion of Trigonometry",9-12,https://cty.jhu.edu//programs/online/courses/honors-physics-ncaa-approved-hpyy
106,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Precalculus
",,"Learn to manipulate and apply more advanced algebraic techniques while building on topics introduced in Algebra II. Through videos and interactive lessons, you’ll learn concepts in standard, advanced, and analytic trigonometry, as well as precalculus—a strong pre-university foundation for students who intend to study calculus. Your instructor will be available for learning support and one-on-one review sessions for graded assessments, which include homework, written assignments, quizzes, projects, and cumulative exams.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,1399 - 1455,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of at least one semester of Algebra II or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-precalculus-pre
107,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Precalculus (NCAA Approved)
",,"Learn to manipulate and apply more advanced algebraic techniques while building on topics introduced in Algebra II. Through videos and interactive lessons, you’ll learn concepts in standard, advanced, and analytic trigonometry, as well as precalculus—a strong pre-university foundation for students who intend to study calculus. In synchronous virtual meetings and online discussion forums, you’ll interact with and learn from your peers under the guidance of an CTY instructor who’s also available for one-on-one meetings and learning support. Participation in the forums is required as part of your final grade, along with assessments like homework, written assignments, quizzes, projects, and cumulative exams.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,college,"2,065",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of at least one semester of Algebra II or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-precalculus-ncaa-approved-prey
108,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Honors Trigonometry
",,"This course covers intermediate and advanced trigonometry and precalculus concepts. You’ll learn trigonometry by actively engaging with videos, practice problems, and other online course materials with your instructor offering learning support and one-on-one review sessions along the way. Your knowledge will be assessed through homework, written assignments, quizzes, projects, and cumulative exams. By the end of this course, you’ll know how to apply trigonometry in any situation. Due to an overlap in content, students who have taken CTY’s Honors Precalculus course should not enroll in this course.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Successful completion of Algebra II or equivalent",9-12,https://cty.jhu.edu//programs/online/courses/honors-trigonometry-tri
109,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Interactive Web Design with JavaScript
",,"Create interactive webpages and web-based applications using JavaScript, one of the world’s leading web-development languages. You’ll explore the fundamentals of JavaScript by developing dynamic websites with simple games, animations, and special effects. This course covers fundamental computer-science concepts like variables, operators, programming structures, and functions. You’ll also be introduced to external JavaScript libraries, the standard for advanced interactive and cross-browser compatibility, along with web-design concepts that will prepare you for programming with other languages. Basic knowledge of HTML and CSS are required for an ideal transition from HTML into more advanced web technologies, and while this course does not have any synchronous class meetings, you can schedule one-on-one virtual meetings directly with your instructor.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,919 - 955,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Completion of grade 5. Students must have completed Introduction to Web Design or taken a placement test to enroll in this course.",9-12,https://cty.jhu.edu//programs/online/courses/interactive-web-design-with-javascript-iwj
110,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Interdisciplinary STEAM Research Writing
",,"Strengthen your Science, Technology, Engineering, Arts, and Math (STEAM) research writing skills, and prepare for the terminology used in a host of AP courses. You’ll read STEAM research texts and practice related vocabulary, become familiar with research presentation styles and techniques and analyzing audio content, and learn how to analyze research papers based on validity, reliability, accuracy, bias, and ethics. And you’ll learn how to apply terms in writing as well as how to conduct primary and secondary research using reliable sources.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,"2,130",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Interdisciplinary STEM Essay Writing, Advanced; or a placement test",9-12,https://cty.jhu.edu//programs/online/courses/interdisciplinary-steam-research-writing-isw4
111,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Interdisciplinary STEM Essay Writing, Advanced
",,"Develop and expand your Science Technology Engineering and Math (STEM) essay writing skills and advance your English and STEM vocabulary and grammar in this course designed for native and non-native English speakers. Discuss STEM topics related to biology, physics, and chemistry and incorporate new STEM vocabulary in your writing. Learn techniques for generating essay ideas, develop a plan for outlining essays, and use new grammar and composition skills in your writing. Critically analyze writing samples to extract and identify the main components of well-written paragraphs and essays and learn how to compose effective process analysis, cause and effect, argumentative, and narrative essays.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,"1,555",,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Placement test",9-12,https://cty.jhu.edu//programs/online/courses/interdisciplinary-stem-essay-writing--advanced-isw3
112,Johns Hopkins University,Johns Hopkins Center for Talented Youth,"
  Intermediate Chess
",,"In Intermediate Chess, you will expand your knowledge of tactics and strategies in the game of chess. Starting with opening goals, you will learn tactical motifs and strategies to employ through a chess game, as well as ideas to use when evaluating a board position. Concepts are explained through lessons, game studies, and videos. Games against increasingly difficult bots cap every chapter, culminating with a final game against your instructor.",remote,remote,,United States,no,yes,no,no,no,yes,no,15,,0,20,no,925,,,"Students must achieve qualifying scores on an advanced assessment to be eligible for CTY programs. If you don’t have qualifying scores, you have several different testing options. We’ll help you find the right option for your situation. Want to find out if you’re ready to take Intermediate Chess? Test your skill level by playing against the CTY Bluejay. (Leave your name and ID fields blank.) If you win several rounds, you’re ready for Intermediate Chess. If not, our Introduction to Chess course can help you review concepts and get extra practice.",9-12,https://cty.jhu.edu//programs/online/courses/intermediate-chess-imcy
